Locus tag	Strand	Chr	Begin	End	Length (bp)	Length (aa)	Gene Name	Start codon	Operon	Product	Description	RAST info.	COG
lmo1320	+	NC_003210.1	1346951	1351285	4335	1444	polC	ATG	Operon_209	DNA polymerase III PolC	'highly similar to DNA polymerase III (alpha subunit)  catalyzes DNA-template-directed extension of the 3''- end of a DNA strand by one nucleotide at a time  required for leading strand synthesis  PolC exhibits 3'' to 5'' exonuclease activity'	DNA polymerase III alpha subunit (EC 2.7.7.7)	Replication, recombination and repair
lmo1321	+	NC_003210.1	1351467	1351934	468	155		ATG	Operon_209	hypothetical protein - RAST_Product: FIG000325: clustered with transcription termination protein NusA	conserved hypothetical protein, similar to B. subtilis YlxS protein  in Streptococcus pneumoniae this gene was found to be essential  structure determination of the Streptococcus protein shows that it is similar to a number of other proteins	FIG000325: clustered with transcription termination protein NusA	Function unknown
lmo1322	+	NC_003210.1	1351964	1353082	1119	372	nusA	ATG	Operon_209	transcription elongation factor NusA	highly similar to N utilization substance protein A (NusA protein)  modifies transcription through interactions with RNA polymerase affecting elongation, readthrough, termination, and antitermination	Transcription termination protein NusA	Transcription
lmo1323	+	NC_003210.1	1353097	1353381	285	94		ATG	Operon_209	hypothetical protein - RAST_Product: COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	similar to B. subtilis YlxR protein	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	Transcription
lmo1324	+	NC_003210.1	1353374	1353673	300	99		ATG	Operon_209	hypothetical protein - RAST_Product: ribosomal protein L7Ae family protein	conserved hypothetical protein, similar to B. subtilis YlxQ protein	ribosomal protein L7Ae family protein	Translation
lmo1325	+	NC_003210.1	1353696	1356035	2340	779	infB	ATG	Operon_209	translation initiation factor IF-2	highly similar to translation initiation factor IF-2  Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits during initiation of protein synthesis. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex	Translation initiation factor 2	Translation
lmo1326	+	NC_003210.1	1356032	1356310	279	92		ATG	Operon_209	hypothetical protein - RAST_Product: YlxP-like protein	conserved hypothetical protein similar to B. subtilis YlxP protein	YlxP-like protein	Function unknown
lmo1327	+	NC_003210.1	1356327	1356671	345	114	rbfA	TTG	Operon_209	ribosome-binding factor A	highly similar to ribosome-binding factor A  associates with free 30S ribosomal subunits  essential for efficient processing of 16S rRNA  in Escherichia coli rbfA is induced by cold shock	Ribosome-binding factor A	Translation
lmo1328	+	NC_003210.1	1356769	1357683	915	304	truB	ATG	Operon_210	tRNA pseudouridine synthase B	highly similar to tRNA pseudouridine 55 synthase  catalyzes isomerization of specific uridines in RNA to pseudouridine  responsible for residues in T loops of many tRNAs	tRNA pseudouridine synthase B (EC 4.2.1.70)	Translation
lmo1329	+	NC_003210.1	1357753	1358697	945	314	ribC	ATG	Operon_210	hypothetical protein - RAST_Product: Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)	highly similar to riboflavin kinase and FAD synthase	Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)	Coenzyme transport and metabolism
lmo1330	+	NC_003210.1	1358834	1359103	270	89	rpsO	ATG		30S ribosomal protein S15	primary rRNA binding protein  helps nucleate assembly of 30S  binds directly to the 16S rRNA and an intersubunit bridge to the 23S rRNA  autoregulates translation through interactions with the mRNA leader sequence	SSU ribosomal protein S15p (S13e)	Translation
lmo1331	+	NC_003210.1	1359352	1361523	2172	723	pnpA	ATG		polynucleotide phosphorylase/polyadenylase		Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	Translation
lmo1332	-	NC_003210.1	1361564	1362604	1041	346		TTG		hypothetical protein - RAST_Product: Probable GTPase related to EngC	Probable GTPase engC 2	Probable GTPase related to EngC	General function prediction only
lmo1333	-	NC_003210.1	1362765	1363244	480	159		GTG	Operon_211	hypothetical protein - RAST_Product: FIG00774161: hypothetical protein	similar to B. subtilis YqzC protein	FIG00774161: hypothetical protein	General function prediction only
lmo1334	-	NC_003210.1	1363272	1363628	357	118		ATG	Operon_211	hypothetical protein - RAST_Product: FIG00774344: hypothetical protein	similar to B. subtilis YqzD protein	FIG00774344: hypothetical protein	Not in COGs
lmo1335	+	NC_003210.1	1363826	1363975	150	49		ATG		50S ribosomal protein L33	in Escherichia coli BM108, a mutation that results in lack of L33 synthesis had no effect on ribosome synthesis or function  there are paralogous genes in several bacterial genomes, and a CXXC motif for zinc binding and an upstream regulation region of the paralog lacking this motif that are regulated by zinc similar to other ribosomal proteins like L31  the proteins in this group lack the CXXC motif	LSU ribosomal protein L33p	Translation
lmo1336	+	NC_003210.1	1364031	1364570	540	179		ATG		hypothetical protein - RAST_Product: 5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	similar to 5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Coenzyme transport and metabolism
lmo1337	+	NC_003210.1	1364669	1366207	1539	512		TTG	Operon_212	hypothetical protein - RAST_Product: Putative membrane peptidase, contains TPR repeat domain	similar to B. subtilis yqgP	Putative membrane peptidase, contains TPR repeat domain	General function prediction only
lmo1338	+	NC_003210.1	1366220	1366432	213	70		GTG	Operon_212	hypothetical protein - RAST_Product: FIG00774150: hypothetical protein	similar to B. subtilis yqgQ	FIG00774150: hypothetical protein	Function unknown
lmo1339	+	NC_003210.1	1366457	1367425	969	322		ATG	Operon_212	hypothetical protein - RAST_Product: Glucokinase (EC 2.7.1.2)	similar to glucose kinase	Glucokinase (EC 2.7.1.2)	Transcription; Carbohydrate transport and metabolism;
lmo1340	+	NC_003210.1	1367559	1368650	1092	363		ATG	Operon_212	hypothetical protein - RAST_Product: lipoprotein	similar to B. subtilis YqgU protein	lipoprotein	Not in COGs
lmo1341	-	NC_003210.1	1368668	1368985	318	105		ATG		hypothetical protein - RAST_Product: Late competence protein ComGG, FIG007920	weakly similar to B. subtilis comG operon protein 7 (comGG)	Late competence protein ComGG, FIG007920	Not in COGs
lmo1342	-	NC_003210.1	1368982	1369449	468	155		GTG		hypothetical protein - RAST_Product: Late competence protein ComGF, access of DNA to ComEA, FIG012620	similar to B. subtilis comG operon protein 6	Late competence protein ComGF, access of DNA to ComEA, FIG012620	Intracellular trafficking and secretion
lmo1343	-	NC_003210.1	1369412	1369696	285	94		TTG		hypothetical protein	similar to comG operon protein 5 (comGE)	Late competence protein ComGE, FIG015564	Cell motility; Intracellular trafficking and secretion;
lmo1344	-	NC_003210.1	1369683	1370111	429	142		ATG		hypothetical protein - RAST_Product: Late competence protein ComGD, access of DNA to ComEA, FIG012777	similar to comG operon protein 4 (comGD)	Late competence protein ComGD, access of DNA to ComEA, FIG012777	Cell motility; Intracellular trafficking and secretion;
lmo1345	-	NC_003210.1	1370108	1370431	324	107		ATG		hypothetical protein - RAST_Product: Late competence protein ComGC, access of DNA to ComEA, FIG007487	similar to B. subtilis comG operon protein 3	Late competence protein ComGC, access of DNA to ComEA, FIG007487	Intracellular trafficking and secretion
lmo1346	-	NC_003210.1	1370445	1371476	1032	343	comGB	ATG		hypothetical protein - RAST_Product: Late competence protein ComGB, access of DNA to ComEA	similar to B. subtilis comG operon protein 2	Late competence protein ComGB, access of DNA to ComEA	Cell motility; Intracellular trafficking and secretion;
lmo1347	-	NC_003210.1	1371454	1372476	1023	340	comGA	ATG		hypothetical protein - RAST_Product: Late competence protein ComGA, access of DNA to ComEA	similar to B. subtilis comG operon protein 1	Late competence protein ComGA, access of DNA to ComEA	Cell motility; Intracellular trafficking and secretion;
lmo1348	+	NC_003210.1	1373015	1374103	1089	362	gcvT	ATG	Operon_213	glycine cleavage system aminomethyltransferase T	similar to aminomethyltransferase  catalyzes the transfer of a methylene carbon from the methylamine-loaded GcvH protein to tetrahydrofolate, causing the release of ammonia and the generation of reduced GcvH protein	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	Amino acid transport and metabolism
lmo1349	+	NC_003210.1	1374119	1375465	1347	448		ATG	Operon_213	glycine dehydrogenase subunit 1	similar to glycine dehydrogenase (decarboxylating) subunit 1  acts in conjunction with GvcH to form H-protein-S-aminomethyldihydrolipoyllysine from glycine  forms a heterodimer with subunit 2 to form the P protein	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	Amino acid transport and metabolism
lmo1350	+	NC_003210.1	1375462	1376928	1467	488		ATG	Operon_213	glycine dehydrogenase subunit 2	similar to glycine dehydrogenase (decarboxylating) subunit 2  acts in conjunction with GvcH to form H-protein-S-aminomethyldihydrolipoyllysine from glycine  forms a heterodimer with subunit 1 to form the P protein	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	Amino acid transport and metabolism
lmo1351	-	NC_003210.1	1376968	1377348	381	126		GTG	Operon_214	hypothetical protein - RAST_Product: Rhodanese-like domain protein	lmo1351	Rhodanese-like domain protein	Inorganic ion transport and metabolism
lmo1352	-	NC_003210.1	1377410	1377682	273	90		TTG	Operon_214	hypothetical protein - RAST_Product: FIG00774167: hypothetical protein	lmo1352	FIG00774167: hypothetical protein	Not in COGs
lmo1353	-	NC_003210.1	1377695	1378660	966	321		TTG	Operon_214	hypothetical protein - RAST_Product: FIG00672904: hypothetical protein	similar to B. subtilis YqhQ protein	FIG00672904: hypothetical protein	General function prediction only
lmo1354	+	NC_003210.1	1378840	1379901	1062	353		ATG	Operon_215	hypothetical protein - RAST_Product: Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	similar to aminopeptidase P	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	Amino acid transport and metabolism
lmo1355	+	NC_003210.1	1380004	1380561	558	185	efp	ATG	Operon_215	elongation factor P	highly similar to elongation factor P (EF-P)  Involved in peptide bond synthesis  alters the affinity of the ribosome for aminoacyl-tRNA	Translation elongation factor P	Translation
lmo1356	+	NC_003210.1	1380720	1381187	468	155		ATG	Operon_216	hypothetical protein - RAST_Product: Biotin carboxyl carrier protein of acetyl-CoA carboxylase	similar to acetyl-CoA carboxylase subunit (biotin carboxyl carrier subunit)	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	Lipid transport and metabolism
lmo1357	+	NC_003210.1	1381201	1382565	1365	454		ATG	Operon_216	acetyl-CoA carboxylase biotin carboxylase subunit	an AccC homodimer forms the biotin carboxylase subunit of the acetyl CoA carboxylase, an enzyme that catalyzes the formation of malonyl-CoA, which in turn controls the rate of fatty acid metabolism	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	Lipid transport and metabolism
lmo1358	+	NC_003210.1	1382569	1382976	408	135		ATG	Operon_216	hypothetical protein - RAST_Product: Alkaline shock protein	similar to B. subtilis YqhY protein	Alkaline shock protein	Function unknown
lmo1359	+	NC_003210.1	1383007	1383393	387	128	nusB	ATG	Operon_216	transcription antitermination protein NusB	similar to transcription termination protein (NusB)  Regulates rRNA biosynthesis by transcriptional antitermination	Transcription termination protein NusB	Transcription
lmo1360	+	NC_003210.1	1383489	1384343	855	284	folD	ATG	Operon_216	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	highly similar to methylenetetrahydrofolate dehydrogenase and methenyltetrahydrofolate cyclohydrolase  catalyzes the formation of 5,10-methenyltetrahydrofolate from 5,10-methylenetetrahydrofolate and subsequent formation of 10-formyltetrahydrofolate from 5,10-methenyltetrahydrofolate	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	Coenzyme transport and metabolism
lmo1361	+	NC_003210.1	1384362	1385714	1353	450	xseA	ATG	Operon_216	exodeoxyribonuclease VII large subunit	similar to exodeoxyribonuclease VII (large subunit)  bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	Replication, recombination and repair
lmo1362	+	NC_003210.1	1385704	1385931	228	75		GTG	Operon_216	exodeoxyribonuclease VII small subunit	similar to exodeoxyribonuclease small subunit  catalyzes the bidirectional exonucleolytic cleavage of DNA	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	Replication, recombination and repair
lmo1363	+	NC_003210.1	1385934	1386815	882	293		TTG	Operon_216	hypothetical protein - RAST_Product: Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	similar to geranyltranstransferase	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	Coenzyme transport and metabolism
lmo1364	+	NC_003210.1	1387014	1387214	201	66	cspL	ATG		hypothetical protein - RAST_Product: cold-shock protein	similar to cold shock protein	cold-shock protein	Transcription
lmo1365	+	NC_003210.1	1387381	1389210	1830	609	tktB	GTG	Operon_217	1-deoxy-D-xylulose-5-phosphate synthase	similar to D-1-deoxyxylulose 5-phosphate synthase  catalyzes the formation of 1-deoxy-D-xylulose 5-phosphate from pyruvate and D-glyceraldehyde 3-phosphate	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	Coenzyme transport and metabolism; Lipid transport and metabolism;
lmo1366	+	NC_003210.1	1389207	1390031	825	274		ATG	Operon_217	hypothetical protein - RAST_Product: RNA binding methyltransferase FtsJ like		RNA binding methyltransferase FtsJ like	Translation
lmo1367	+	NC_003210.1	1390222	1390671	450	149		ATG	Operon_218	arginine repressor	similar to arginine repressor  regulates arginine biosynthesis when complexed with arginine by binding at site that overlap the promotors of the arginine biosynthesis genes	Arginine pathway regulatory protein ArgR, repressor of arg regulon	Transcription
lmo1368	+	NC_003210.1	1390694	1392385	1692	563	recN	TTG	Operon_218	DNA repair and genetic recombination		DNA repair protein RecN	Replication, recombination and repair
lmo1369	+	NC_003210.1	1392514	1393380	867	288		ATG	Operon_219	hypothetical protein - RAST_Product: Phosphate butyryltransferase (EC 2.3.1.19)	similar to phosphotransbutyrylase	Phosphate butyryltransferase (EC 2.3.1.19)	Energy production and conversion
lmo1370	+	NC_003210.1	1393517	1394584	1068	355		ATG	Operon_219	butyrate kinase	similar to branched-chain fatty-acid kinase  catalyzes the phosphorylation of 2-butanoate to butanoyl phosphate	Butyrate kinase (EC 2.7.2.7)	Energy production and conversion
lmo1371	+	NC_003210.1	1394599	1396026	1428	475		GTG	Operon_219	dihydrolipoamide dehydrogenase	similar to branched-chain alpha-keto acid dehydrogenase E3 subunit  E3 component of the branched-chain alpha-keto acid dehydrogenase complex  catalyzes the oxidation of dihydrolipoamide to lipoamide	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	Energy production and conversion
